time (s);Kick-scooter;Bicycle <25km;Bicycle <45km;Bicycle cargo;Moped <4kW;Scooter <4kW;Scooter 4-11kW;Motorcycle 4-11kW;Motorcycle 11-35kW;Motorcycle >35kW
1000;0;0;0;0;0;0;53.5;53.5;53.5;53.5
1001;0;0;0;0;0;0;55.1;55.1;55.1;55.1
1002;0;0;0;0;0;0;56.4;56.4;56.4;56.4
1003;0;0;0;0;0;0;57.3;57.3;57.3;57.3
1004;0;0;0;0;0;0;58.1;58.1;58.1;58.1
1005;0;0;0;0;0;0;58.8;58.8;58.8;58.8
1006;0;0;0;0;0;0;59.4;59.4;59.4;59.4
1007;0;0;0;0;0;0;59.8;59.8;59.8;59.8
1008;0;0;0;0;0;0;59.7;59.7;59.7;59.7
1009;0;0;0;0;0;0;59.4;59.4;59.4;59.4
1010;0;0;0;0;0;0;59.2;59.2;59.2;59.2
1011;0;0;0;0;0;0;59.2;59.2;59.2;59.2
1012;0;0;0;0;0;0;59.5;59.5;59.5;59.5
1013;0;0;0;0;0;0;60;60;60;60
1014;0;0;0;0;0;0;60.5;60.5;60.5;60.5
1015;0;0;0;0;0;0;61;61;61;61
1016;0;0;0;0;0;0;61.2;61.2;61.2;61.2
1017;0;0;0;0;0;0;61.3;61.3;61.3;61.3
1018;0;0;0;0;0;0;61.4;61.4;61.4;61.4
1019;0;0;0;0;0;0;61.7;61.7;61.7;61.7
1020;0;0;0;0;0;0;62.3;62.3;62.3;62.3
1021;0;0;0;0;0;0;63;63;63;63
1022;0;0;0;0;0;0;63.6;63.6;63.6;63.6
1023;0;0;0;0;0;0;63.9;63.9;63.9;63.9
1024;0;0;0;0;0;0;63.8;63.8;63.8;63.8
1025;0;0;0;0;0;0;63.6;63.6;63.6;63.6
1026;0;0;0;0;0;0;63.3;63.3;63.3;63.3
1027;0;0;0;0;0;0;62.8;62.8;62.8;62.8
1028;0;0;0;0;0;0;61.9;61.9;61.9;61.9
1029;0;0;0;0;0;0;60.5;60.5;60.5;60.5
1030;0;0;0;0;0;0;58.6;58.6;58.6;58.6
1031;0;0;0;0;0;0;56.5;56.5;56.5;56.5
1032;0;0;0;0;0;0;54.6;54.6;54.6;54.6
1033;0;0;0;0;0;0;53.8;53.8;53.8;53.8
1034;0;0;0;0;0;0;54.5;54.5;54.5;54.5
1035;0;0;0;0;0;0;56.1;56.1;56.1;56.1
1036;0;0;0;0;0;0;57.9;57.9;57.9;57.9
1037;0;0;0;0;0;0;59.6;59.6;59.6;59.6
1038;0;0;0;0;0;0;61.2;61.2;61.2;61.2
1039;0;0;0;0;0;0;62.3;62.3;62.3;62.3
1040;0;0;0;0;0;0;63.1;63.1;63.1;63.1
1041;0;0;0;0;0;0;63.6;63.6;63.6;63.6
1042;0;0;0;0;0;0;63.5;63.5;63.5;63.5
1043;0;0;0;0;0;0;62.7;62.7;62.7;62.7
1044;0;0;0;0;0;0;60.9;60.9;60.9;60.9
1045;0;0;0;0;0;0;58.7;58.7;58.7;58.7
1046;0;0;0;0;0;0;56.4;56.4;56.4;56.4
1047;0;0;0;0;0;0;54.5;54.5;54.5;54.5
1048;0;0;0;0;0;0;53.3;53.3;53.3;53.3
1049;0;0;0;0;0;0;53;53;53;53
1050;0;0;0;0;0;0;53.5;53.5;53.5;53.5
1051;0;0;0;0;0;0;54.6;54.6;54.6;54.6
1052;0;0;0;0;0;0;56.1;56.1;56.1;56.1
1053;0;0;0;0;0;0;57.6;57.6;57.6;57.6
1054;0;0;0;0;0;0;58.9;58.9;58.9;58.9
1055;0;0;0;0;0;0;59.8;59.8;59.8;59.8
1056;0;0;0;0;0;0;60.3;60.3;60.3;60.3
1057;0;0;0;0;0;0;60.7;60.7;60.7;60.7
1058;0;0;0;0;0;0;61.3;61.3;61.3;61.3
1059;0;0;0;0;0;0;62.3;62.3;62.3;62.3
1060;0;0;0;0;0;0;64.1;64.1;64.1;64.1
1061;0;0;0;0;0;0;66.2;66.2;66.2;66.2
1062;0;0;0;0;0;0;68.1;68.1;68.1;68.1
1063;0;0;0;0;0;0;69.7;69.7;69.7;69.7
1064;0;0;0;0;0;0;70.4;70.4;70.4;70.4
1065;0;0;0;0;0;0;70.7;70.7;70.7;70.7
1066;0;0;0;0;0;0;70.7;70.7;70.7;70.7
1067;0;0;0;0;0;0;70.7;70.7;70.7;70.7
1068;0;0;0;0;0;0;70.7;70.7;70.7;70.7
1069;0;0;0;0;0;0;70.6;70.6;70.6;70.6
1070;0;0;0;0;0;0;70.5;70.5;70.5;70.5
1071;0;0;0;0;0;0;70.3;70.3;70.3;70.3
1072;0;0;0;0;0;0;70.2;70.2;70.2;70.2
1073;0;0;0;0;0;0;70.1;70.1;70.1;70.1
1074;0;0;0;0;0;0;69.8;69.8;69.8;69.8
1075;0;0;0;0;0;0;69.5;69.5;69.5;69.5
1076;0;0;0;0;0;0;69.1;69.1;69.1;69.1
1077;0;0;0;0;0;0;69.1;69.1;69.1;69.1
1078;0;0;0;0;0;0;69.5;69.5;69.5;69.5
1079;0;0;0;0;0;0;70.3;70.3;70.3;70.3
1080;0;0;0;0;0;0;71.2;71.2;71.2;71.2
1081;0;0;0;0;0;0;72;72;72;72
1082;0;0;0;0;0;0;72.6;72.6;72.6;72.6
1083;0;0;0;0;0;0;72.8;72.8;72.8;72.8
1084;0;0;0;0;0;0;72.7;72.7;72.7;72.7
1085;0;0;0;0;0;0;72;72;72;72
1086;0;0;0;0;0;0;70.3;70.3;70.3;70.3
1087;0;0;0;0;0;0;67.7;67.7;67.7;67.7
1088;0;0;0;0;0;0;64.4;64.4;64.4;64.4
1089;0;0;0;0;0;0;61;61;61;61
1090;0;0;0;0;0;0;57.6;57.6;57.6;57.6
1091;0;0;0;0;0;0;54;54;54;54
1092;0;0;0;0;0;0;49.7;49.7;49.7;49.7
1093;0;0;0;0;0;0;44.4;44.4;44.4;44.4
1094;0;0;0;0;0;0;38.2;38.2;38.2;38.2
1095;0;0;0;0;0;0;31.2;31.2;31.2;31.2
1096;0;0;0;0;0;0;24;24;24;24
1097;0;0;0;0;0;0;16.8;16.8;16.8;16.8
1098;0;0;0;0;0;0;10.4;10.4;10.4;10.4
1099;0;0;0;0;0;0;5.7;5.7;5.7;5.7
1100;0;0;0;0;0;0;2.8;2.8;2.8;2.8
1101;0;0;0;0;0;0;1.6;1.6;1.6;1.6
1102;0;0;0;0;0;0;0.3;0.3;0.3;0.3
1103;0;0;0;0;0;0;0;0;0;0
1104;0;0;0;0;0;0;0;0;0;0
1105;0;0;0;0;0;0;0;0;0;0
1106;0;0;0;0;0;0;0;0;0;0
1107;0;0;0;0;0;0;0;0;0;0
1108;0;0;0;0;0;0;0;0;0;0
1109;0;0;0;0;0;0;0;0;0;0
1110;0;0;0;0;0;0;0;0;0;0
1111;0;0;0;0;0;0;0;0;0;0
1112;0;0;0;0;0;0;0;0;0;0
1113;0;0;0;0;0;0;0;0;0;0
1114;0;0;0;0;0;0;0;0;0;0
1115;0;0;0;0;0;0;0;0;0;0
1116;0;0;0;0;0;0;0;0;0;0
1117;0;0;0;0;0;0;0;0;0;0
1118;0;0;0;0;0;0;0;0;0;0
1119;0;0;0;0;0;0;0;0;0;0
1120;0;0;0;0;0;0;0;0;0;0
1121;0;0;0;0;0;0;0;0;0;0
1122;0;0;0;0;0;0;0;0;0;0
1123;0;0;0;0;0;0;0;0;0;0
1124;0;0;0;0;0;0;0;0;0;0
1125;0;0;0;0;0;0;0;0;0;0
1126;0;0;0;0;0;0;0;0;0;0
1127;0;0;0;0;0;0;0;0;0;0
1128;0;0;0;0;0;0;0;0;0;0
1129;0;0;0;0;0;0;0;0;0;0
1130;0;0;0;0;0;0;0;0;0;0
1131;0;0;0;0;0;0;0;0;0;0
1132;0;0;0;0;0;0;0;0;0;0
1133;0;0;0;0;0;0;2.3;2.3;2.3;2.3
1134;0;0;0;0;0;0;7.2;7.2;7.2;7.2
1135;0;0;0;0;0;0;14.6;14.6;14.6;14.6
1136;0;0;0;0;0;0;23.5;23.5;23.5;23.5
1137;0;0;0;0;0;0;33;33;33;33
1138;0;0;0;0;0;0;42.7;42.7;42.7;42.7
1139;0;0;0;0;0;0;51.8;51.8;51.8;51.8
1140;0;0;0;0;0;0;59.4;59.4;59.4;59.4
1141;0;0;0;0;0;0;65.3;65.3;65.3;65.3
1142;0;0;0;0;0;0;69.6;69.6;69.6;69.6
1143;0;0;0;0;0;0;72.3;72.3;72.3;72.3
1144;0;0;0;0;0;0;73.9;73.9;73.9;73.9
1145;0;0;0;0;0;0;75;75;75;75
1146;0;0;0;0;0;0;75.7;75.7;75.7;75.7
1147;0;0;0;0;0;0;76.5;76.5;76.5;76.5
1148;0;0;0;0;0;0;77.3;77.3;77.3;77.3
1149;0;0;0;0;0;0;78.2;78.2;78.2;78.2
1150;0;0;0;0;0;0;78.9;78.9;78.9;78.9
1151;0;0;0;0;0;0;79.4;79.4;79.4;79.4
1152;0;0;0;0;0;0;79.6;79.6;79.6;79.6
1153;0;0;0;0;0;0;79.3;79.3;79.3;79.3
1154;0;0;0;0;0;0;78.8;78.8;78.8;78.8
1155;0;0;0;0;0;0;78.1;78.1;78.1;78.1
1156;0;0;0;0;0;0;77.5;77.5;77.5;77.5
1157;0;0;0;0;0;0;77.2;77.2;77.2;77.2
1158;0;0;0;0;0;0;77.2;77.2;77.2;77.2
1159;0;0;0;0;0;0;77.5;77.5;77.5;77.5
1160;0;0;0;0;0;0;77.9;77.9;77.9;77.9
1161;0;0;0;0;0;0;78.5;78.5;78.5;78.5
1162;0;0;0;0;0;0;79.1;79.1;79.1;79.1
1163;0;0;0;0;0;0;79.6;79.6;79.6;79.6
1164;0;0;0;0;0;0;80;80;80;80
1165;0;0;0;0;0;0;80.2;80.2;80.2;80.2
1166;0;0;0;0;0;0;80.3;80.3;80.3;80.3
1167;0;0;0;0;0;0;80.1;80.1;80.1;80.1
1168;0;0;0;0;0;0;79.8;79.8;79.8;79.8
1169;0;0;0;0;0;0;79.5;79.5;79.5;79.5
1170;0;0;0;0;0;0;79.1;79.1;79.1;79.1
1171;0;0;0;0;0;0;78.8;78.8;78.8;78.8
1172;0;0;0;0;0;0;78.6;78.6;78.6;78.6
1173;0;0;0;0;0;0;78.4;78.4;78.4;78.4
1174;0;0;0;0;0;0;78.3;78.3;78.3;78.3
1175;0;0;0;0;0;0;78;78;78;78
1176;0;0;0;0;0;0;76.7;76.7;76.7;76.7
1177;0;0;0;0;0;0;73.7;73.7;73.7;73.7
1178;0;0;0;0;0;0;69.5;69.5;69.5;69.5
1179;0;0;0;0;0;0;64.8;64.8;64.8;64.8
1180;0;0;0;0;0;0;60.3;60.3;60.3;60.3
1181;0;0;0;0;0;0;56.2;56.2;56.2;56.2
1182;0;0;0;0;0;0;52.5;52.5;52.5;52.5
1183;0;0;0;0;0;0;49;49;49;49
1184;0;0;0;0;0;0;45.2;45.2;45.2;45.2
1185;0;0;0;0;0;0;40.8;40.8;40.8;40.8
1186;0;0;0;0;0;0;35.4;35.4;35.4;35.4
1187;0;0;0;0;0;0;29.4;29.4;29.4;29.4
1188;0;0;0;0;0;0;23.4;23.4;23.4;23.4
1189;0;0;0;0;0;0;17.7;17.7;17.7;17.7
1190;0;0;0;0;0;0;12.6;12.6;12.6;12.6
1191;0;0;0;0;0;0;8;8;8;8
1192;0;0;0;0;0;0;4.1;4.1;4.1;4.1
1193;0;0;0;0;0;0;1.3;1.3;1.3;1.3
1194;0;0;0;0;0;0;0;0;0;0
1195;0;0;0;0;0;0;0;0;0;0
1196;0;0;0;0;0;0;0;0;0;0
1197;0;0;0;0;0;0;0;0;0;0
1198;0;0;0;0;0;0;0;0;0;0
1199;0;0;0;0;0;0;0;0;0;0
1200;0;0;0;0;0;0;0;0;0;0
1201;0;0;0;0;0;0;0;0;0;0
1202;0;0;0;0;0;0;0;0;0;0
1203;0;0;0;0;0;0;0;0;0;0
1204;0;0;0;0;0;0;0;0;0;0
1205;0;0;0;0;0;0;0;0;0;0
1206;0;0;0;0;0;0;0;0;0;0
1207;0;0;0;0;0;0;0;0;0;0
1208;0;0;0;0;0;0;0;0;0.9;0.9
1209;0;0;0;0;0;0;0;0;3.2;3.2
1210;0;0;0;0;0;0;0;0;7.3;7.3
1211;0;0;0;0;0;0;0;0;12.4;12.4
1212;0;0;0;0;0;0;0;0;17.9;17.9
1213;0;0;0;0;0;0;0;0;23.5;23.5
1214;0;0;0;0;0;0;0;0;29.1;29.1
1215;0;0;0;0;0;0;0;0;34.3;34.3
1216;0;0;0;0;0;0;0;0;38.6;38.6
1217;0;0;0;0;0;0;0;0;41.6;41.6
1218;0;0;0;0;0;0;0;0;43.9;43.9
1219;0;0;0;0;0;0;0;0;45.9;45.9
1220;0;0;0;0;0;0;0;0;48.1;48.1
1221;0;0;0;0;0;0;0;0;50.3;50.3
1222;0;0;0;0;0;0;0;0;52.6;52.6
1223;0;0;0;0;0;0;0;0;54.8;54.8
1224;0;0;0;0;0;0;0;0;55.8;55.8
1225;0;0;0;0;0;0;0;0;55.2;55.2
1226;0;0;0;0;0;0;0;0;53.8;53.8
1227;0;0;0;0;0;0;0;0;52.7;52.7
1228;0;0;0;0;0;0;0;0;52.8;52.8
1229;0;0;0;0;0;0;0;0;55;55
1230;0;0;0;0;0;0;0;0;58.5;58.5
1231;0;0;0;0;0;0;0;0;62.3;62.3
1232;0;0;0;0;0;0;0;0;65.7;65.7
1233;0;0;0;0;0;0;0;0;68;68
1234;0;0;0;0;0;0;0;0;69.1;69.1
1235;0;0;0;0;0;0;0;0;69.5;69.5
1236;0;0;0;0;0;0;0;0;69.9;69.9
1237;0;0;0;0;0;0;0;0;70.6;70.6
1238;0;0;0;0;0;0;0;0;71.3;71.3
1239;0;0;0;0;0;0;0;0;72.2;72.2
1240;0;0;0;0;0;0;0;0;72.8;72.8
1241;0;0;0;0;0;0;0;0;73.2;73.2
1242;0;0;0;0;0;0;0;0;73.4;73.4
1243;0;0;0;0;0;0;0;0;73.8;73.8
1244;0;0;0;0;0;0;0;0;74.8;74.8
1245;0;0;0;0;0;0;0;0;76.7;76.7
1246;0;0;0;0;0;0;0;0;79.1;79.1
1247;0;0;0;0;0;0;0;0;81.1;81.1
1248;0;0;0;0;0;0;0;0;82.1;82.1
1249;0;0;0;0;0;0;0;0;81.7;81.7
1250;0;0;0;0;0;0;0;0;80.3;80.3
1251;0;0;0;0;0;0;0;0;78.8;78.8
1252;0;0;0;0;0;0;0;0;77.3;77.3
1253;0;0;0;0;0;0;0;0;75.9;75.9
1254;0;0;0;0;0;0;0;0;75;75
1255;0;0;0;0;0;0;0;0;74.7;74.7
1256;0;0;0;0;0;0;0;0;74.6;74.6
1257;0;0;0;0;0;0;0;0;74.7;74.7
1258;0;0;0;0;0;0;0;0;74.6;74.6
1259;0;0;0;0;0;0;0;0;74.4;74.4
1260;0;0;0;0;0;0;0;0;74.1;74.1
1261;0;0;0;0;0;0;0;0;73.9;73.9
1262;0;0;0;0;0;0;0;0;74.1;74.1
1263;0;0;0;0;0;0;0;0;75.1;75.1
1264;0;0;0;0;0;0;0;0;76.8;76.8
1265;0;0;0;0;0;0;0;0;78.7;78.7
1266;0;0;0;0;0;0;0;0;80.4;80.4
1267;0;0;0;0;0;0;0;0;81.7;81.7
1268;0;0;0;0;0;0;0;0;82.6;82.6
1269;0;0;0;0;0;0;0;0;83.5;83.5
1270;0;0;0;0;0;0;0;0;84.4;84.4
1271;0;0;0;0;0;0;0;0;85.1;85.1
1272;0;0;0;0;0;0;0;0;85.7;85.7
1273;0;0;0;0;0;0;0;0;86.3;86.3
1274;0;0;0;0;0;0;0;0;87;87
1275;0;0;0;0;0;0;0;0;87.9;87.9
1276;0;0;0;0;0;0;0;0;88.8;88.8
1277;0;0;0;0;0;0;0;0;89.7;89.7
1278;0;0;0;0;0;0;0;0;90.3;90.3
1279;0;0;0;0;0;0;0;0;90.6;90.6
1280;0;0;0;0;0;0;0;0;90.6;90.6
1281;0;0;0;0;0;0;0;0;90.5;90.5
1282;0;0;0;0;0;0;0;0;90.4;90.4
1283;0;0;0;0;0;0;0;0;90.1;90.1
1284;0;0;0;0;0;0;0;0;89.7;89.7
1285;0;0;0;0;0;0;0;0;89.3;89.3
1286;0;0;0;0;0;0;0;0;88.9;88.9
1287;0;0;0;0;0;0;0;0;88.8;88.8
1288;0;0;0;0;0;0;0;0;88.9;88.9
1289;0;0;0;0;0;0;0;0;89.1;89.1
1290;0;0;0;0;0;0;0;0;89.3;89.3
1291;0;0;0;0;0;0;0;0;89.4;89.4
1292;0;0;0;0;0;0;0;0;89.4;89.4
1293;0;0;0;0;0;0;0;0;89.2;89.2
1294;0;0;0;0;0;0;0;0;88.9;88.9
1295;0;0;0;0;0;0;0;0;88.5;88.5
1296;0;0;0;0;0;0;0;0;88;88
1297;0;0;0;0;0;0;0;0;87.5;87.5
1298;0;0;0;0;0;0;0;0;87.2;87.2
1299;0;0;0;0;0;0;0;0;87.1;87.1
1300;0;0;0;0;0;0;0;0;87.2;87.2
1301;0;0;0;0;0;0;0;0;87.3;87.3
1302;0;0;0;0;0;0;0;0;87.4;87.4
1303;0;0;0;0;0;0;0;0;87.5;87.5
1304;0;0;0;0;0;0;0;0;87.4;87.4
1305;0;0;0;0;0;0;0;0;87.1;87.1
1306;0;0;0;0;0;0;0;0;86.8;86.8
1307;0;0;0;0;0;0;0;0;86.4;86.4
1308;0;0;0;0;0;0;0;0;85.9;85.9
1309;0;0;0;0;0;0;0;0;85.2;85.2
1310;0;0;0;0;0;0;0;0;84;84
1311;0;0;0;0;0;0;0;0;82.2;82.2
1312;0;0;0;0;0;0;0;0;80.3;80.3
1313;0;0;0;0;0;0;0;0;78.6;78.6
1314;0;0;0;0;0;0;0;0;77.2;77.2
1315;0;0;0;0;0;0;0;0;75.9;75.9
1316;0;0;0;0;0;0;0;0;73.8;73.8
1317;0;0;0;0;0;0;0;0;70.4;70.4
1318;0;0;0;0;0;0;0;0;65.7;65.7
1319;0;0;0;0;0;0;0;0;60.5;60.5
1320;0;0;0;0;0;0;0;0;55.9;55.9
1321;0;0;0;0;0;0;0;0;53;53
1322;0;0;0;0;0;0;0;0;51.6;51.6
1323;0;0;0;0;0;0;0;0;50.9;50.9
1324;0;0;0;0;0;0;0;0;50.5;50.5
1325;0;0;0;0;0;0;0;0;50.2;50.2
1326;0;0;0;0;0;0;0;0;50.2;50.2
1327;0;0;0;0;0;0;0;0;50.6;50.6
1328;0;0;0;0;0;0;0;0;51.2;51.2
1329;0;0;0;0;0;0;0;0;51.8;51.8
1330;0;0;0;0;0;0;0;0;52.5;52.5
1331;0;0;0;0;0;0;0;0;53.4;53.4
1332;0;0;0;0;0;0;0;0;54.9;54.9
1333;0;0;0;0;0;0;0;0;57;57
1334;0;0;0;0;0;0;0;0;59.4;59.4
1335;0;0;0;0;0;0;0;0;61.9;61.9
1336;0;0;0;0;0;0;0;0;64.3;64.3
1337;0;0;0;0;0;0;0;0;66.4;66.4
1338;0;0;0;0;0;0;0;0;68.1;68.1
1339;0;0;0;0;0;0;0;0;69.6;69.6
1340;0;0;0;0;0;0;0;0;70.7;70.7
1341;0;0;0;0;0;0;0;0;71.4;71.4
1342;0;0;0;0;0;0;0;0;71.8;71.8
1343;0;0;0;0;0;0;0;0;72.8;72.8
1344;0;0;0;0;0;0;0;0;75;75
1345;0;0;0;0;0;0;0;0;77.8;77.8
1346;0;0;0;0;0;0;0;0;80.7;80.7
1347;0;0;0;0;0;0;0;0;83.3;83.3
1348;0;0;0;0;0;0;0;0;85.4;85.4
1349;0;0;0;0;0;0;0;0;87.3;87.3
1350;0;0;0;0;0;0;0;0;89.1;89.1
1351;0;0;0;0;0;0;0;0;90.6;90.6
1352;0;0;0;0;0;0;0;0;91.9;91.9
1353;0;0;0;0;0;0;0;0;93.2;93.2
1354;0;0;0;0;0;0;0;0;94.5;94.5
1355;0;0;0;0;0;0;0;0;96;96
1356;0;0;0;0;0;0;0;0;97.5;97.5
1357;0;0;0;0;0;0;0;0;98.9;98.9
1358;0;0;0;0;0;0;0;0;99.8;99.8
1359;0;0;0;0;0;0;0;0;99;99
1360;0;0;0;0;0;0;0;0;96.6;96.6
1361;0;0;0;0;0;0;0;0;93.7;93.7
1362;0;0;0;0;0;0;0;0;91.3;91.3
1363;0;0;0;0;0;0;0;0;90.4;90.4
1364;0;0;0;0;0;0;0;0;90.6;90.6
1365;0;0;0;0;0;0;0;0;91.1;91.1
1366;0;0;0;0;0;0;0;0;90.9;90.9
1367;0;0;0;0;0;0;0;0;89;89
1368;0;0;0;0;0;0;0;0;85.6;85.6
1369;0;0;0;0;0;0;0;0;81.6;81.6
1370;0;0;0;0;0;0;0;0;77.6;77.6
1371;0;0;0;0;0;0;0;0;73.6;73.6
1372;0;0;0;0;0;0;0;0;69.7;69.7
1373;0;0;0;0;0;0;0;0;66;66
1374;0;0;0;0;0;0;0;0;62.7;62.7
1375;0;0;0;0;0;0;0;0;60;60
1376;0;0;0;0;0;0;0;0;58;58
1377;0;0;0;0;0;0;0;0;56.4;56.4
1378;0;0;0;0;0;0;0;0;54.8;54.8
1379;0;0;0;0;0;0;0;0;53.2;53.2
1380;0;0;0;0;0;0;0;0;51.7;51.7
1381;0;0;0;0;0;0;0;0;50.2;50.2
1382;0;0;0;0;0;0;0;0;48.7;48.7
1383;0;0;0;0;0;0;0;0;47.2;47.2
1384;0;0;0;0;0;0;0;0;47.1;47.1
1385;0;0;0;0;0;0;0;0;47;47
1386;0;0;0;0;0;0;0;0;46.9;46.9
1387;0;0;0;0;0;0;0;0;46.6;46.6
1388;0;0;0;0;0;0;0;0;46.3;46.3
1389;0;0;0;0;0;0;0;0;46.1;46.1
1390;0;0;0;0;0;0;0;0;46.1;46.1
1391;0;0;0;0;0;0;0;0;46.4;46.4
1392;0;0;0;0;0;0;0;0;47.1;47.1
1393;0;0;0;0;0;0;0;0;48.1;48.1
1394;0;0;0;0;0;0;0;0;49.8;49.8
1395;0;0;0;0;0;0;0;0;52.2;52.2
1396;0;0;0;0;0;0;0;0;54.8;54.8
1397;0;0;0;0;0;0;0;0;57.3;57.3
1398;0;0;0;0;0;0;0;0;59.5;59.5
1399;0;0;0;0;0;0;0;0;61.7;61.7
1400;0;0;0;0;0;0;0;0;64.3;64.3
1401;0;0;0;0;0;0;0;0;67.7;67.7
1402;0;0;0;0;0;0;0;0;71.4;71.4
1403;0;0;0;0;0;0;0;0;74.9;74.9
1404;0;0;0;0;0;0;0;0;78.2;78.2
1405;0;0;0;0;0;0;0;0;81.1;81.1
1406;0;0;0;0;0;0;0;0;83.9;83.9
1407;0;0;0;0;0;0;0;0;86.5;86.5
1408;0;0;0;0;0;0;0;0;89.1;89.1
1409;0;0;0;0;0;0;0;0;91.6;91.6
1410;0;0;0;0;0;0;0;0;94;94
1411;0;0;0;0;0;0;0;0;96.3;96.3
1412;0;0;0;0;0;0;0;0;98.4;98.4
1413;0;0;0;0;0;0;0;0;100.4;100.4
1414;0;0;0;0;0;0;0;0;102.1;102.1
1415;0;0;0;0;0;0;0;0;103.6;103.6
1416;0;0;0;0;0;0;0;0;104.9;104.9
1417;0;0;0;0;0;0;0;0;106.2;106.2
1418;0;0;0;0;0;0;0;0;107.4;107.4
1419;0;0;0;0;0;0;0;0;108.5;108.5
1420;0;0;0;0;0;0;0;0;109.3;109.3
1421;0;0;0;0;0;0;0;0;109.9;109.9
1422;0;0;0;0;0;0;0;0;110.5;110.5
1423;0;0;0;0;0;0;0;0;110.9;110.9
1424;0;0;0;0;0;0;0;0;111.2;111.2
1425;0;0;0;0;0;0;0;0;111.4;111.4
1426;0;0;0;0;0;0;0;0;111.7;111.7
1427;0;0;0;0;0;0;0;0;111.9;111.9
1428;0;0;0;0;0;0;0;0;112.3;112.3
1429;0;0;0;0;0;0;0;0;113;113
1430;0;0;0;0;0;0;0;0;114.1;114.1
1431;0;0;0;0;0;0;0;0;115.7;115.7
1432;0;0;0;0;0;0;0;0;117.5;117.5
1433;0;0;0;0;0;0;0;0;119.3;119.3
1434;0;0;0;0;0;0;0;0;121;121
1435;0;0;0;0;0;0;0;0;122.2;122.2
1436;0;0;0;0;0;0;0;0;122.9;122.9
1437;0;0;0;0;0;0;0;0;123;123
1438;0;0;0;0;0;0;0;0;122.9;122.9
1439;0;0;0;0;0;0;0;0;122.7;122.7
1440;0;0;0;0;0;0;0;0;122.6;122.6
1441;0;0;0;0;0;0;0;0;122.4;122.4
1442;0;0;0;0;0;0;0;0;122.3;122.3
1443;0;0;0;0;0;0;0;0;122.2;122.2
1444;0;0;0;0;0;0;0;0;122.2;122.2
1445;0;0;0;0;0;0;0;0;122.2;122.2
1446;0;0;0;0;0;0;0;0;122.2;122.2
1447;0;0;0;0;0;0;0;0;122.3;122.3
1448;0;0;0;0;0;0;0;0;122.4;122.4
1449;0;0;0;0;0;0;0;0;122.4;122.4
1450;0;0;0;0;0;0;0;0;122.5;122.5
1451;0;0;0;0;0;0;0;0;122.5;122.5
1452;0;0;0;0;0;0;0;0;122.5;122.5
1453;0;0;0;0;0;0;0;0;122.5;122.5
1454;0;0;0;0;0;0;0;0;122.6;122.6
1455;0;0;0;0;0;0;0;0;122.8;122.8
1456;0;0;0;0;0;0;0;0;123;123
1457;0;0;0;0;0;0;0;0;123.2;123.2
1458;0;0;0;0;0;0;0;0;123.3;123.3
1459;0;0;0;0;0;0;0;0;123.4;123.4
1460;0;0;0;0;0;0;0;0;123.5;123.5
1461;0;0;0;0;0;0;0;0;123.5;123.5
1462;0;0;0;0;0;0;0;0;123.6;123.6
1463;0;0;0;0;0;0;0;0;123.8;123.8
1464;0;0;0;0;0;0;0;0;124;124
1465;0;0;0;0;0;0;0;0;124.2;124.2
1466;0;0;0;0;0;0;0;0;124.5;124.5
1467;0;0;0;0;0;0;0;0;124.7;124.7
1468;0;0;0;0;0;0;0;0;124.9;124.9
1469;0;0;0;0;0;0;0;0;125.1;125.1
1470;0;0;0;0;0;0;0;0;125.2;125.2
1471;0;0;0;0;0;0;0;0;125.3;125.3
1472;0;0;0;0;0;0;0;0;125.3;125.3
1473;0;0;0;0;0;0;0;0;125.3;125.3
1474;0;0;0;0;0;0;0;0;125.2;125.2
1475;0;0;0;0;0;0;0;0;125;125
1476;0;0;0;0;0;0;0;0;124.8;124.8
1477;0;0;0;0;0;0;0;0;124.6;124.6
1478;0;0;0;0;0;0;0;0;124.4;124.4
1479;0;0;0;0;0;0;0;0;124.3;124.3
1480;0;0;0;0;0;0;0;0;123.9;123.9
1481;0;0;0;0;0;0;0;0;123.3;123.3
1482;0;0;0;0;0;0;0;0;122.1;122.1
1483;0;0;0;0;0;0;0;0;120.3;120.3
1484;0;0;0;0;0;0;0;0;118;118
1485;0;0;0;0;0;0;0;0;115.5;115.5
1486;0;0;0;0;0;0;0;0;113.2;113.2
1487;0;0;0;0;0;0;0;0;111.2;111.2
1488;0;0;0;0;0;0;0;0;110.1;110.1
1489;0;0;0;0;0;0;0;0;109.7;109.7
1490;0;0;0;0;0;0;0;0;109.8;109.8
1491;0;0;0;0;0;0;0;0;110.1;110.1
1492;0;0;0;0;0;0;0;0;110.4;110.4
1493;0;0;0;0;0;0;0;0;110.7;110.7
1494;0;0;0;0;0;0;0;0;110.9;110.9
1495;0;0;0;0;0;0;0;0;110.9;110.9
1496;0;0;0;0;0;0;0;0;110.8;110.8
1497;0;0;0;0;0;0;0;0;110.6;110.6
1498;0;0;0;0;0;0;0;0;110.4;110.4
1499;0;0;0;0;0;0;0;0;110.1;110.1
1500;0;0;0;0;0;0;0;0;109.9;109.9
1501;0;0;0;0;0;0;0;0;109.8;109.8
1502;0;0;0;0;0;0;0;0;109.9;109.9
1503;0;0;0;0;0;0;0;0;110.2;110.2
